Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Carbon metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Fatty acid metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Two-component system,Ab ATCC 19606
QXV69116.1,HTZ92_1185,2.272104706,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Fat digestion and absorption,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.465987105,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2,Fatty acid biosynthesis,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.465987105,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Prodigiosin biosynthesis,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.465987105,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Biotin metabolism,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.465987105,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Metabolic pathways,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.465987105,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.465987105,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Fatty acid metabolism,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.465987105,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Biosynthesis of cofactors,Ab ATCC 19606
QXV69160.1,HTZ92_1231,1.453148429,DsrE/DsrF-like family,sulfur relay protein TusD/DsrE,2.76E-83,246,P,tusD,K07235,DrsE,Sulfur relay system,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.709470272,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd",Galactose metabolism,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.709470272,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd", Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.709470272,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd", Metabolic pathways,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.709470272,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1",Citrate cycle (TCA cycle),Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Pyruvate metabolism,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Other carbon fixation pathways,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Metabolic pathways,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Carbon metabolism,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Cushing syndrome,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Pathways in cancer,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.308189782,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Renal cell carcinoma,Ab ATCC 19606
QXV69181.1,HTZ92_1252,1.062519342,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane","outer membrane assembly complex, YaeT protein",0,1676,M,bamA,K07277,"Bac_surface_Ag,POTRA",Mitophagy - animal,Ab ATCC 19606
QXV69196.1,HTZ92_1267,2.05432922,"Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively",kynureninase,0,848,E,kynU,K01556,Aminotran_5,Tryptophan metabolism,Ab ATCC 19606
QXV69196.1,HTZ92_1267,2.05432922,"Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively",kynureninase,0,848,E,kynU,K01556,Aminotran_5, Metabolic pathways,Ab ATCC 19606
QXV69196.1,HTZ92_1267,2.05432922,"Catalyzes the cleavage of L-kynurenine (L-Kyn) and L-3- hydroxykynurenine (L-3OHKyn) into anthranilic acid (AA) and 3- hydroxyanthranilic acid (3-OHAA), respectively",kynureninase,0,848,E,kynU,K01556,Aminotran_5, Biosynthesis of cofactors,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.636604887,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N",Chlorocyclohexane and chlorobenzene degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.636604887,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Benzoate degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.636604887,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Fluorobenzoate degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.636604887,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Toluene degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.636604887,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Metabolic pathways,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.636604887,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.636604887,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Degradation of aromatic compounds,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N",Fatty acid degradation,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", beta-Alanine metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Propanoate metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Butanoate metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Metabolic pathways,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Carbon metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.038463494,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Fatty acid metabolism,Ab ATCC 19606
QXV69358.1,HTZ92_1431,1.810730472,Aldehyde dehydrogenase family,"2,5-dioxovalerate dehydrogenase",0,1004,C,aldH,K13877,Aldedh,Pentose and glucuronate interconversions,Ab ATCC 19606
QXV69358.1,HTZ92_1431,1.810730472,Aldehyde dehydrogenase family,"2,5-dioxovalerate dehydrogenase",0,1004,C,aldH,K13877,Aldedh, Ascorbate and aldarate metabolism,Ab ATCC 19606
QXV69358.1,HTZ92_1431,1.810730472,Aldehyde dehydrogenase family,"2,5-dioxovalerate dehydrogenase",0,1004,C,aldH,K13877,Aldedh, D-Amino acid metabolism,Ab ATCC 19606
QXV69358.1,HTZ92_1431,1.810730472,Aldehyde dehydrogenase family,"2,5-dioxovalerate dehydrogenase",0,1004,C,aldH,K13877,Aldedh, Metabolic pathways,Ab ATCC 19606
QXV69368.1,HTZ92_1441,1.258239406,Alcohol dehydrogenase GroES-like domain,D-isomer specific 2-hydroxyacid dehydrogenase,1.06E-261,716,S,yahK,K13979,"ADH_N,ADH_zinc_N",Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV69368.1,HTZ92_1441,1.258239406,Alcohol dehydrogenase GroES-like domain,D-isomer specific 2-hydroxyacid dehydrogenase,1.06E-261,716,S,yahK,K13979,"ADH_N,ADH_zinc_N", Glycerolipid metabolism,Ab ATCC 19606
QXV69368.1,HTZ92_1441,1.258239406,Alcohol dehydrogenase GroES-like domain,D-isomer specific 2-hydroxyacid dehydrogenase,1.06E-261,716,S,yahK,K13979,"ADH_N,ADH_zinc_N", Pyruvate metabolism,Ab ATCC 19606
QXV69368.1,HTZ92_1441,1.258239406,Alcohol dehydrogenase GroES-like domain,D-isomer specific 2-hydroxyacid dehydrogenase,1.06E-261,716,S,yahK,K13979,"ADH_N,ADH_zinc_N", Metabolic pathways,Ab ATCC 19606
QXV69368.1,HTZ92_1441,1.258239406,Alcohol dehydrogenase GroES-like domain,D-isomer specific 2-hydroxyacid dehydrogenase,1.06E-261,716,S,yahK,K13979,"ADH_N,ADH_zinc_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69368.1,HTZ92_1441,1.258239406,Alcohol dehydrogenase GroES-like domain,D-isomer specific 2-hydroxyacid dehydrogenase,1.06E-261,716,S,yahK,K13979,"ADH_N,ADH_zinc_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69419.1,HTZ92_1492,1.30552283,MMPL family,multidrug efflux RND transporter permease subunit,0,1913,V,acrF,"K03296,K18146",ACR_tran,beta-Lactam resistance,Ab ATCC 19606
QXV69442.1,HTZ92_1515,1.409019723,"5'-nucleotidase, C-terminal domain",bifunctional metallophosphatase/5'-nucleotidase,0,1165,F,yhcR,"K01081,K11751","5_nucleotid_C,Metallophos",Purine metabolism,Ab ATCC 19606
QXV69442.1,HTZ92_1515,1.409019723,"5'-nucleotidase, C-terminal domain",bifunctional metallophosphatase/5'-nucleotidase,0,1165,F,yhcR,"K01081,K11751","5_nucleotid_C,Metallophos", Pyrimidine metabolism,Ab ATCC 19606
QXV69442.1,HTZ92_1515,1.409019723,"5'-nucleotidase, C-terminal domain",bifunctional metallophosphatase/5'-nucleotidase,0,1165,F,yhcR,"K01081,K11751","5_nucleotid_C,Metallophos", Nicotinate and nicotinamide metabolism,Ab ATCC 19606
QXV69442.1,HTZ92_1515,1.409019723,"5'-nucleotidase, C-terminal domain",bifunctional metallophosphatase/5'-nucleotidase,0,1165,F,yhcR,"K01081,K11751","5_nucleotid_C,Metallophos", Metabolic pathways,Ab ATCC 19606
QXV69442.1,HTZ92_1515,1.409019723,"5'-nucleotidase, C-terminal domain",bifunctional metallophosphatase/5'-nucleotidase,0,1165,F,yhcR,"K01081,K11751","5_nucleotid_C,Metallophos", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69442.1,HTZ92_1515,1.409019723,"5'-nucleotidase, C-terminal domain",bifunctional metallophosphatase/5'-nucleotidase,0,1165,F,yhcR,"K01081,K11751","5_nucleotid_C,Metallophos", Nucleotide metabolism,Ab ATCC 19606
QXV69461.1,HTZ92_1534,1.138562667,KR domain,3-hydroxybutyrate dehydrogenase,1.95E-176,493,IQ,bdhA,K00019,"adh_short,adh_short_C2",Butanoate metabolism,Ab ATCC 19606
QXV69461.1,HTZ92_1534,1.138562667,KR domain,3-hydroxybutyrate dehydrogenase,1.95E-176,493,IQ,bdhA,K00019,"adh_short,adh_short_C2", Metabolic pathways,Ab ATCC 19606
QXV69516.1,HTZ92_1589,1.259529717,alpha/beta hydrolase fold,poly(R)-hydroxyalkanoic acid synthase,2.25E-264,723,I,phaC,K03821,Abhydrolase_1,Butanoate metabolism,Ab ATCC 19606
QXV69516.1,HTZ92_1589,1.259529717,alpha/beta hydrolase fold,poly(R)-hydroxyalkanoic acid synthase,2.25E-264,723,I,phaC,K03821,Abhydrolase_1, Metabolic pathways,Ab ATCC 19606
QXV69616.1,HTZ92_1689,1.617572933,6-pyruvoyl tetrahydropterin synthase,"6-carboxy-5,6,7,8-tetrahydropterin synthase",7.60E-145,407,H,-,K01737,PTPS,Folate biosynthesis,Ab ATCC 19606
QXV69616.1,HTZ92_1689,1.617572933,6-pyruvoyl tetrahydropterin synthase,"6-carboxy-5,6,7,8-tetrahydropterin synthase",7.60E-145,407,H,-,K01737,PTPS, Metabolic pathways,Ab ATCC 19606
QXV69616.1,HTZ92_1689,1.617572933,6-pyruvoyl tetrahydropterin synthase,"6-carboxy-5,6,7,8-tetrahydropterin synthase",7.60E-145,407,H,-,K01737,PTPS, Biosynthesis of cofactors,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3",Glutathione metabolism,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Metabolism of xenobiotics by cytochrome P450,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Drug metabolism - cytochrome P450,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Drug metabolism - other enzymes,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Metabolic pathways,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Platinum drug resistance,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Longevity regulating pathway - worm,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Pathways in cancer,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Chemical carcinogenesis - DNA adducts,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Chemical carcinogenesis - receptor activation,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Chemical carcinogenesis - reactive oxygen species,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Hepatocellular carcinoma,Ab ATCC 19606
QXV69787.1,HTZ92_1860,1.373583847,"Glutathione S-transferase, C-terminal domain",glutathione S-transferase,8.72E-140,395,O,yfcF,K00799,"GST_C_4,GST_N,GST_N_3", Fluid shear stress and atherosclerosis,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI",Tryptophan metabolism,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Metabolic pathways,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Carbon metabolism,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", MAPK signaling pathway - yeast,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", MAPK signaling pathway - plant,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", FoxO signaling pathway,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Peroxisome,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Longevity regulating pathway,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Longevity regulating pathway - worm,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Longevity regulating pathway - multiple species,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Amyotrophic lateral sclerosis,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Pathways of neurodegeneration - multiple diseases,Ab ATCC 19606
QXV69813.1,HTZ92_1886,1.863650316,serves to protect cells from the toxic effects of hydrogen peroxide,hydroperoxidase II,0,1435,C,katE,K03781,"Catalase,Catalase-rel,DJ-1_PfpI", Chemical carcinogenesis - reactive oxygen species,Ab ATCC 19606
QXV70015.1,HTZ92_2090,1.190376251,Arabinose 5-phosphate isomerase,D-arabinose 5-phosphate isomerase,5.22E-229,631,M,kdsD,K06041,"CBS,SIS",Biosynthesis of various nucleotide sugars,Ab ATCC 19606
QXV70015.1,HTZ92_2090,1.190376251,Arabinose 5-phosphate isomerase,D-arabinose 5-phosphate isomerase,5.22E-229,631,M,kdsD,K06041,"CBS,SIS", Metabolic pathways,Ab ATCC 19606
QXV70015.1,HTZ92_2090,1.190376251,Arabinose 5-phosphate isomerase,D-arabinose 5-phosphate isomerase,5.22E-229,631,M,kdsD,K06041,"CBS,SIS", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV70109.1,HTZ92_2184,1.125886575,Alkyl hydroperoxide reductase,peroxiredoxin,3.96E-137,387,O,ahpC,K03386,"1-cysPrx_C,AhpC-TSA",Apoptosis - fly,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short,Fatty acid degradation,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, beta-Alanine metabolism,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, Propanoate metabolism,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, Butanoate metabolism,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, Metabolic pathways,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, Carbon metabolism,Ab ATCC 19606
QXV70221.1,HTZ92_2296,1.824297387,KR domain,short-chain dehydrogenase,7.77E-199,551,IQ,acdS,K00248,adh_short, Fatty acid metabolism,Ab ATCC 19606
QXV70232.1,HTZ92_2307,1.61612081,belongs to the aldehyde dehydrogenase family,salicylaldehyde dehydrogenase,0,934,C,vdh,K21802,Aldedh,Aminobenzoate degradation,Ab ATCC 19606
QXV70232.1,HTZ92_2307,1.61612081,belongs to the aldehyde dehydrogenase family,salicylaldehyde dehydrogenase,0,934,C,vdh,K21802,Aldedh, Microbial metabolism in diverse environments,Ab ATCC 19606
