Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain 
QXV68534.1,HTZ92_0601,2.270347042,"Part of the ABC transporter complex LolCDE involved in the translocation of lipoproteins, in an ATP-dependent manner",lipoprotein-releasing ABC transporter ATP-binding protein LolD,1.06E-159,447,V,lolD,K09810,ABC_tran,ABC transporters,Ab ATCC 19606
QXV68586.1,HTZ92_0653,2.839026879,Belongs to the peptidase S1C family,serine protease MucD,0,870,O,mucD,K04771,"PDZ_2,Trypsin_2",Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV68586.1,HTZ92_0653,2.839026879,Belongs to the peptidase S1C family,serine protease MucD,0,870,O,mucD,K04771,"PDZ_2,Trypsin_2", Two-component system,Ab ATCC 19606
QXV68629.1,HTZ92_0696,1.087235949,Pyridine nucleotide-disulphide oxidoreductase,NADH dehydrogenase,0,845,C,ndh,K03885,Pyr_redox_2,Oxidative phosphorylation,Ab ATCC 19606
QXV68629.1,HTZ92_0696,1.087235949,Pyridine nucleotide-disulphide oxidoreductase,NADH dehydrogenase,0,845,C,ndh,K03885,Pyr_redox_2, Metabolic pathways,Ab ATCC 19606
QXV68725.1,HTZ92_0792,1.412068084,Beta-lactamase,class C beta-lactamase,1.76E-279,763,V,ampC,"K01467,K19100,K19101,K19215,K20319,K20320",Beta-lactamase,beta-Lactam resistance,Ab ATCC 19606
QXV68725.1,HTZ92_0792,1.412068084,Beta-lactamase,class C beta-lactamase,1.76E-279,763,V,ampC,"K01467,K19100,K19101,K19215,K20319,K20320",Beta-lactamase, Two-component system,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N",MAPK signaling pathway - fly,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", FoxO signaling pathway,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", Peroxisome,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", Longevity regulating pathway,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", Longevity regulating pathway - worm,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", Longevity regulating pathway - multiple species,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", Huntington disease,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", Chemical carcinogenesis - reactive oxygen species,Ab ATCC 19606
QXV68744.1,HTZ92_0811,1.200509676,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,superoxide dismutase,1.16E-153,431,P,sodB,K04564,"Sod_Fe_C,Sod_Fe_N", Lipid and atherosclerosis,Ab ATCC 19606
QXV68755.1,HTZ92_0822,2.495124834,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974",Fatty acid degradation,Ab ATCC 19606
QXV68755.1,HTZ92_0822,2.495124834,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV68755.1,HTZ92_0822,2.495124834,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Metabolic pathways,Ab ATCC 19606
QXV68755.1,HTZ92_0822,2.495124834,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV68755.1,HTZ92_0822,2.495124834,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Fatty acid metabolism,Ab ATCC 19606
QXV68755.1,HTZ92_0822,2.495124834,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", PPAR signaling pathway,Ab ATCC 19606
QXV68755.1,HTZ92_0822,2.495124834,Domain of unknown function (DUF1974),acyl-CoA dehydrogenase,0,1621,I,fadE,"K00249,K06445","Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N,DUF1974", Alcoholic liver disease,Ab ATCC 19606
QXV68877.1,HTZ92_0944,1.111204022,Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits),bifunctional protein,0,1578,M,mrcB,K05365,"PBP1_TM,Transgly,Transpeptidase,UB2H",Peptidoglycan biosynthesis,Ab ATCC 19606
QXV68877.1,HTZ92_0944,1.111204022,Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits),bifunctional protein,0,1578,M,mrcB,K05365,"PBP1_TM,Transgly,Transpeptidase,UB2H", Metabolic pathways,Ab ATCC 19606
QXV68887.1,HTZ92_0954,1.108923183,Peptidase family M20/M25/M40,aminoacyl-histidine dipeptidase,0,946,E,pepD,K01270,"M20_dimer,Peptidase_M20",Glutathione metabolism,Ab ATCC 19606
QXV68887.1,HTZ92_0954,1.108923183,Peptidase family M20/M25/M40,aminoacyl-histidine dipeptidase,0,946,E,pepD,K01270,"M20_dimer,Peptidase_M20", Metabolic pathways,Ab ATCC 19606
QXV68901.1,HTZ92_0968,1.540602432,Glycerol-3-phosphate dehydrogenase,glycerol-3-phosphate dehydrogenase (NAD(P)(+)),1.09E-253,696,I,gpsA,K00057,"NAD_Gly3P_dh_C,NAD_Gly3P_dh_N",Glycerophospholipid metabolism,Ab ATCC 19606
QXV68901.1,HTZ92_0968,1.540602432,Glycerol-3-phosphate dehydrogenase,glycerol-3-phosphate dehydrogenase (NAD(P)(+)),1.09E-253,696,I,gpsA,K00057,"NAD_Gly3P_dh_C,NAD_Gly3P_dh_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69010.1,HTZ92_1077,3.996131404,"Exports the biofilm adhesin polysaccharide poly-beta- 1,6-N-acetyl-D-glucosamine (PGA) across the outer membrane. The PGA transported seems to be partially N-deacetylated since N- deacetylation of PGA by PgaB is needed for PGA export through the PgaA porin","poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",0,1606,S,pgaA,K11935,"TPR_16,TPR_19",Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69011.1,HTZ92_1078,3.732081994,Hypothetical glycosyl hydrolase family 13,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",0,1187,G,pgaB,"K11931,K21478","GHL13,Polysacc_deac_1",Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69012.1,HTZ92_1079,3.165609798,Glycosyl transferase family 21,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",0,842,M,pgaC,K11936,Glyco_tranf_2_3,Exopolysaccharide biosynthesis,Ab ATCC 19606
QXV69012.1,HTZ92_1079,3.165609798,Glycosyl transferase family 21,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",0,842,M,pgaC,K11936,Glyco_tranf_2_3, Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69013.1,HTZ92_1080,3.221729517,PgaD-like protein,"poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",5.92E-107,308,S,-,K11937,PgaD,Exopolysaccharide biosynthesis,Ab ATCC 19606
QXV69013.1,HTZ92_1080,3.221729517,PgaD-like protein,"poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",5.92E-107,308,S,-,K11937,PgaD, Biofilm formation - Escherichia coli,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.420563948,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF,Thiamine metabolism,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.420563948,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF, Metabolic pathways,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.420563948,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF, Biosynthesis of cofactors,Ab ATCC 19606
QXV69026.1,HTZ92_1095,1.420563948,COG0476 Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2,molybdopterin biosynthesis protein,1.57E-185,515,H,moeB,"K03148,K21029",ThiF, Sulfur relay system,Ab ATCC 19606
QXV69058.1,HTZ92_1127,1.308236875,"Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)",tRNA dimethylallyltransferase,8.30E-225,619,F,miaA,K00791,IPPT,Zeatin biosynthesis,Ab ATCC 19606
QXV69058.1,HTZ92_1127,1.308236875,"Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)",tRNA dimethylallyltransferase,8.30E-225,619,F,miaA,K00791,IPPT, Metabolic pathways,Ab ATCC 19606
QXV69058.1,HTZ92_1127,1.308236875,"Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)",tRNA dimethylallyltransferase,8.30E-225,619,F,miaA,K00791,IPPT, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.404413952,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA,Pentose phosphate pathway,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.404413952,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Carbon fixation by Calvin cycle,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.404413952,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Metabolic pathways,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.404413952,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.404413952,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.404413952,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Carbon metabolism,Ab ATCC 19606
QXV69113.1,HTZ92_1182,1.404413952,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,transaldolase,2.13E-230,635,H,tal,K00616,TAL_FSA, Biosynthesis of amino acids,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N",Fatty acid degradation,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Lysine degradation,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Benzoate degradation,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Tryptophan metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Pyruvate metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Glyoxylate and dicarboxylate metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Butanoate metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Other carbon fixation pathways,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Terpenoid backbone biosynthesis,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Metabolic pathways,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Carbon metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Fatty acid metabolism,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Two-component system,Ab ATCC 19606
QXV69116.1,HTZ92_1185,1.449113164,Belongs to the thiolase family,acetyl-CoA acetyltransferase,0,944,I,fadI,K00626,"Thiolase_C,Thiolase_N", Fat digestion and absorption,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.219329114,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2,Fatty acid biosynthesis,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.219329114,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Prodigiosin biosynthesis,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.219329114,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Biotin metabolism,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.219329114,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Metabolic pathways,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.219329114,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.219329114,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Fatty acid metabolism,Ab ATCC 19606
QXV69117.1,HTZ92_1186,2.219329114,KR domain,3-ketoacyl-ACP reductase,0,876,IQ,fabG,K00059,adh_short_C2, Biosynthesis of cofactors,Ab ATCC 19606
QXV69160.1,HTZ92_1231,2.354473398,DsrE/DsrF-like family,sulfur relay protein TusD/DsrE,2.76E-83,246,P,tusD,K07235,DrsE,Sulfur relay system,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.900120821,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd",Galactose metabolism,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.900120821,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd", Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.900120821,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd", Metabolic pathways,Ab ATCC 19606
QXV69161.1,HTZ92_1232,1.900120821,RmlD substrate binding domain,UDP-glucose 4-epimerase,1.71E-239,658,M,-,K01784,"Epimerase,GDP_Man_Dehyd", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1",Citrate cycle (TCA cycle),Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Pyruvate metabolism,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Other carbon fixation pathways,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Metabolic pathways,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Carbon metabolism,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Cushing syndrome,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Pathways in cancer,Ab ATCC 19606
QXV69162.1,HTZ92_1233,1.908514186,Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate,class II fumarate hydratase,0,912,C,fumC,K01679,"FumaraseC_C,Lyase_1", Renal cell carcinoma,Ab ATCC 19606
QXV69181.1,HTZ92_1252,1.033924226,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane","outer membrane assembly complex, YaeT protein",0,1676,M,bamA,K07277,"Bac_surface_Ag,POTRA",Mitophagy - animal,Ab ATCC 19606
QXV69202.1,HTZ92_1273,1.74218279,Glucose / Sorbosone dehydrogenase,quinoprotein glucose dehydrogenase,0,989,G,-,K00117,GSDH,Pentose phosphate pathway,Ab ATCC 19606
QXV69202.1,HTZ92_1273,1.74218279,Glucose / Sorbosone dehydrogenase,quinoprotein glucose dehydrogenase,0,989,G,-,K00117,GSDH, Metabolic pathways,Ab ATCC 19606
QXV69202.1,HTZ92_1273,1.74218279,Glucose / Sorbosone dehydrogenase,quinoprotein glucose dehydrogenase,0,989,G,-,K00117,GSDH, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.737405725,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N",Chlorocyclohexane and chlorobenzene degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.737405725,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Benzoate degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.737405725,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Fluorobenzoate degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.737405725,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Toluene degradation,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.737405725,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Metabolic pathways,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.737405725,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69312.1,HTZ92_1385,1.737405725,"Mandelate racemase / muconate lactonizing enzyme, C-terminal domain",muconate cycloisomerase,1.14E-256,704,G,catB,K01856,"MR_MLE_C,MR_MLE_N", Degradation of aromatic compounds,Ab ATCC 19606
QXV69327.1,HTZ92_1400,1.508743112,Pyridine nucleotide-disulphide oxidoreductase,pyridine nucleotide-disulfide oxidoreductase,1.42E-269,740,C,-,K03885,Pyr_redox_2,Oxidative phosphorylation,Ab ATCC 19606
QXV69327.1,HTZ92_1400,1.508743112,Pyridine nucleotide-disulphide oxidoreductase,pyridine nucleotide-disulfide oxidoreductase,1.42E-269,740,C,-,K03885,Pyr_redox_2, Metabolic pathways,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N",Fatty acid degradation,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N"," Valine, leucine and isoleucine degradation",Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", beta-Alanine metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Propanoate metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Butanoate metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Metabolic pathways,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Carbon metabolism,Ab ATCC 19606
QXV69336.1,HTZ92_1409,1.389519395,Acetyl-CoA dehydrogenase C-terminal like,acyl-CoA dehydrogenase,0,1216,I,-,K00248,"Acyl-CoA_dh_1,Acyl-CoA_dh_C,Acyl-CoA_dh_M,Acyl-CoA_dh_N,AcylCoA_DH_N", Fatty acid metabolism,Ab ATCC 19606
